"0 name";"1 number phone";"2 age";"3 Address";"4 email"
"Antony Hill";"+380931948907";"58";"17 Canarsie avenue apartment-135  Memphis 98304-cod in USA";"ann.1965@gmail.com"
"Sofia Harries";"+380689991778";"39";"7 Rockaway Point court apartment-45  Milwaukee 47680-cod in USA";"henry1950@gmail.com"
"Olga Hill";"+380939098573";"56";"92 Rockaway Beach Boulevard boulevard apartment-75  Los Angeles 28490-cod in USA";"lena_1997@io.ua"
"Nait Miller";"+380689565451";"57";"76 Lafayette court apartment-25  Raleigh 36606-cod in USA";"nait-2006@ukr.net"
"Julia Harries";"+380938143601";"33";"60 Rockaway avenue apartment-45  Detroit 15798-cod in USA";"julia1953@mail.ru"
"Clara King";"+380992053307";"59";"56 Rockaway Beach Boulevard lane apartment-18  Boston 66366-cod in USA";"harry-1975@gmail.com"
"Kristina Miller";"+380681235188";"19";"90 Lafayette terrace apartment-52  Phoenix 23069-cod in USA";"bruck_1969@gmail.com"
"Donald Anderson";"+380635762305";"25";"6 Rockaway Point street apartment-116  Louisville 18546-cod in USA";"jon2006@mail.ru"
"Sofia Robinson";"+380635315515";"38";"27 Belle Harbor street apartment-70  Anaheim 82615-cod in USA";"roman-1958@ukr.net"
"Zak Clark";"+380997769702";"21";"71 Brownsville lane apartment-147  Houston 85167-cod in USA";"anastasia_2009@gmail.com"
"Marya RodriguezMartinez";"+380931600907";"54";"35 Broadway street apartment-114  Milwaukee 4169-cod in USA";"verona_1960@mail.ru"
"Jon Lewis";"+380995077018";"46";"68 Clinton Hill boulevard apartment-58  Honolulu 80148-cod in USA";"den1959@ukr.net"
"Anastasia Walker";"+380638291781";"33";"95 Bedford-Stuyvesant lane apartment-180  Anaheim 15900-cod in USA";"marina-1988@mail.ru"
"Ann Walker";"+380983273397";"36";"93 St. Mark’s  boulevard apartment-7  Fresno 31771-cod in USA";"clara.1953@gmail.com"
"Bruck Flores";"+380998301800";"30";"92 Broadway court apartment-15  Houston 44748-cod in USA";"harry_1966@ukr.net"
"Henry Johnson";"+380998119013";"29";"4 Broadway lane apartment-180  Phoenix 32432-cod in USA";"marina1960@mail.ru"
"Den Davis";"+380981920257";"29";"19 Parkway avenue apartment-81  Louisville 48320-cod in USA";"mery-1999@mail.ru"
"Antony Perez";"+380995294574";"18";"5 Brownsville boulevard apartment-71  Chicago 7691-cod in USA";"roman1983@io.ua"
"Henry Miller";"+380991889812";"51";"54 Belle Harbor street apartment-133  Indianapolis 60752-cod in USA";"kristina1987@ukr.net"
"Frank Thompson";"+380954864627";"48";"58 Brownsville lane apartment-123  Santa Ana 79837-cod in USA";"julia1956@gmail.com"
"Viola Jackson";"+380507259163";"18";"26 Belle Harbor terrace apartment-126  Long Beach";" 96404-cod in USA";"anastasia_1962@gmail.com"
"Kristina Williams";"+380993573225";"46";"68 Ozone Park terrace apartment-104  Denver 58420-cod in USA";"lena-2001@mail.ru"
"Mery Johnson";"+380984337983";"33";"91 St. Mark’s  court apartment-28  Oakland 15494-cod in USA";"anastasia-1980@ukr.net"
"Den Taylor";"+380501019859";"23";"11 Clinton Hill court apartment-104  New York 81272-cod in USA";"mery.1973@gmail.com"
"Viola Williams";"+380685559206";"28";"52 Clinton Hill court apartment-65  Denver 34186-cod in USA";"henry_1998@gmail.com"
"Marina Moore";"+380664016471";"53";"42 Fort Greene avenue apartment-102  Santa Ana 99210-cod in USA";"verona1968@gmail.com"
"Bob Thomas";"+380663274205";"23";"26 Dyre terrace apartment-42  San Diego 80598-cod in USA";"frank1995@gmail.com"
"Lena Jones";"+380632886423";"28";"39 Bedford-Stuyvesant avenue apartment-11  Milwaukee 13575-cod in USA";"henry.1983@io.ua"
"Jane Lewis";"+380934104280";"47";"42 Ferry Road lane apartment-74  Mesa 24314-cod in USA";"antony-1979@io.ua"
"Olga Walker";"+380951256485";"54";"64 Canarsie street apartment-35  Texas 85341-cod in USA";"zak_1989@ukr.net"
"Kristina Jackson";"+380994210417";"32";"50 St. Mark’s  boulevard apartment-131  Houston 85947-cod in USA";"bob-1981@io.ua"
"German Flores";"+380931802257";"15";"62 Parkway street apartment-41  Boston 81674-cod in USA";"henry_1985@gmail.com"
"Den Jones";"+380666789860";"27";"8 Boulevard avenue apartment-117  Minneapolis 33347-cod in USA";"harry-1962@mail.ru"
"Nait Thompson";"+380997673461";"42";"89 Brownsville boulevard apartment-105  Austin 77485-cod in USA";"german.1994@gmail.com"
"Roman Wilson";"+380684919042";"52";"20 Clinton Hill lane apartment-44  New Orleans 13655-cod in USA";"bob.1950@mail.ru"
"Jek Jones";"+380932328475";"32";"6 Brownsville street apartment-45  Raleigh 15996-cod in USA";"marina-1978@io.ua"
"Bruck Clark";"+380982155006";"38";"17 Rockaway street apartment-48  St. Louis 88642-cod in USA";"sofia.1989@ukr.net"
"Roman Jackson";"+380688519891";"45";"65 Clinton Hill avenue apartment-40  Sacramento 86080-cod in USA";"marya2009@mail.ru"
"Roman Wilson";"+38095253854";"44";"86 St. Mark’s  court apartment-13  Tulsa 34202-cod in USA";"clara-1967@mail.ru"
"Zak Taylor";"+380989393675";"21";"28 Rockaway Freeway lane apartment-114  Sacramento 34100-cod in USA";"donald_1954@mail.ru"
"Clara Jones";"+380636392475";"25";"8 El Barrio court apartment-30  Fresno 16471-cod in USA";"viola_1977@gmail.com"
"Jon Lewis";"+380932838379";"30";"32 Belle Harbor avenue apartment-175  Jacksonville 21141-cod in USA";"jek.1958@ukr.net"
"Sofia Johnson";"+380938360639";"52";"25 Clinton Hill boulevard apartment-8  Cleveland 2557-cod in USA";"julia1952@ukr.net"
"Nait Lee";"+38068942381";"21";"1 Rockaway Beach Boulevard terrace apartment-26  Dallas 21240-cod in USA";"lena1966@gmail.com"
"Marya Anderson";"+380955198428";"20";"98 Ozone Park terrace apartment-148  Omaha 31838-cod in USA";"jek1994@gmail.com"
"Mery Lewis";"+380991152838";"42";"14 Rockaway Point court apartment-161  Raleigh 98194-cod in USA";"henry-1962@mail.ru"
"Nait Walker";"+380936853397";"43";"43 Clinton Hill terrace apartment-103  Los Angeles 88729-cod in USA";"viola_1956@ukr.net"
"Verona Hill";"+380637395167";"32";"50 Old Fulton avenue apartment-76  Virginia Beach 20839-cod in USA";"viola2004@gmail.com"
"Jane Lee";"+380938473936";"30";"31 Breezy Point court apartment-2  Mesa 58699-cod in USA";"viola1954@ukr.net"
"Bob Martin";"+380508295260";"29";"45 Rockaway Point court apartment-132  Baltimore 20415-cod in USA";"lena2002@gmail.com"
"Lena Lopez";"+380986895420";"53";"11 El Barrio avenue apartment-59  Baltimore 98804-cod in USA";"jon.2008@mail.ru"
"Frank Harries";"+38050607781";"45";"23 Cadman Plaza West street apartment-180  Cleveland 98791-cod in USA";"olga1955@io.ua"
"German Harries";"+380665849439";"37";"35 Lafayette terrace apartment-7  Houston 3241-cod in USA";"anastasia1993@io.ua"
"Jane Lee";"+380635758884";"16";"17 Bayswater court apartment-107  San Jose 96478-cod in USA";"bruck1978@mail.ru"
"Marina Young";"+380682208578";"19";"94 Bedford-Stuyvesant  lane apartment-98  Indianapolis 75844-cod in USA";"olga_1980@io.ua"
"Jane Williams";"+38066459946";"50";"80 Rockaway Freeway avenue apartment-84  St. Louis 38819-cod in USA";"jon_1969@mail.ru"
"Anastasia Davis";"+380687277407";"26";"9 Ozone Park court apartment-145  San Francisco 14754-cod in USA";"german_1968@ukr.net"
"Donald Flores";"+380683689838";"51";"42 Clinton Hill street apartment-138  San Diego 71068-cod in USA";"nait.1982@ukr.net"
"Sofia RodriguezMartinez";"+3806318419";"58";"61 Breezy Point street apartment-73  Charlotte 1906-cod in USA";"julia-1984@ukr.net"
"Bob Garcia";"+380989277760";"51";"26 Old Fulton street apartment-178  San Antonio 11575-cod in USA";"verona1991@io.ua"
"Jek Lewis";"+380939833774";"34";"63 Rockaway lane apartment-29  Mesa 4686-cod in USA";"henry_1962@mail.ru"
"Antony Williams";"+380938087255";"59";"31 Metro North lane apartment-155  San Diego 94612-cod in USA";"lena_1992@mail.ru"
"Antony Johnson";"+380954132384";"39";"14 Ferry Road lane apartment-114  Denver 45882-cod in USA";"mery2006@mail.ru"
"Jason Garcia";"+380953737767";"53";"8 Broadway street apartment-50  Kansas City 49783-cod in USA";"jon.1985@gmail.com"
"Julia Robinson";"+380687685320";"31";"62 Old Fulton lane apartment-146  Corpus Christi 85759-cod in USA";"lena-1951@io.ua"
"Clara Torres";"+380999439764";"18";"43 Rockaway Beach Boulevard street apartment-137  Long Beach";" 91761-cod in USA";"jon_1967@gmail.com"
"Roman Miller";"+380957133286";"41";"26 Rockaway Freeway lane apartment-74  Cleveland 84843-cod in USA";"olga_1994@io.ua"
"Donald Miller";"+380956884408";"54";"50 Clinton Hill boulevard apartment-85  Tulsa 93626-cod in USA";"bob.1950@gmail.com"
"Julia Lopez";"+380665966373";"34";"52 El Barrio boulevard apartment-130  Oklahoma City 80303-cod in USA";"sofia.1992@mail.ru"
"Harry Lee";"+380933295535";"19";"26 Bayswater court apartment-48  Austin 83469-cod in USA";"ann-1952@gmail.com"
"Bruck Thompson";"+380636290008";"16";"46 Clinton Hill terrace apartment-4  Fresno 67654-cod in USA";"mery-2003@io.ua"
"Olga Wilson";"+380667371893";"29";"83 Broadway street apartment-128  Baltimore 55514-cod in USA";"nait.1966@gmail.com"
"Bruck Lee";"+380998509981";"54";"9 Lafayette court apartment-102  Denver 74677-cod in USA";"clara1973@gmail.com"
"Julia Perez";"+380504599110";"31";"49 Canarsie boulevard apartment-64  Tampa 58925-cod in USA";"kristina1976@io.ua"
"Harry Lee";"+380631545147";"15";"90 Bayswater lane apartment-20  Anaheim 52348-cod in USA";"ann_1989@io.ua"
"Julia Perez";"+380636854521";"40";"98 Ferry Road avenue apartment-172  Minneapolis 42267-cod in USA";"julia_1996@ukr.net"
"Jason Anderson";"+380952638357";"18";"78 Broadway court apartment-162  Omaha 64640-cod in USA";"jane1959@ukr.net"
"Jek Davis";"+380688329540";"19";"10 Brownsville court apartment-20  Philadelphia 54901-cod in USA";"ann.1963@mail.ru"
"Donald Thompson";"+380669028365";"28";"85 Bedford-Stuyvesant  lane apartment-167  Las Vegas 94889-cod in USA";"roman1985@mail.ru"
"Donald Scott";"+380682575641";"58";"45 Rockaway Beach Boulevard street apartment-129  Corpus Christi 13941-cod in USA";"clara.1990@io.ua"
"German Williams";"+380994076585";"38";"58 Ferry Road court apartment-190  Anaheim 22071-cod in USA";"henry-1956@mail.ru"
"Jane Young";"+380503113132";"32";"7 Breezy Point avenue apartment-87  Cleveland 24067-cod in USA";"zak1972@mail.ru"
"Ann Miller";"+380998518127";"31";"81 Broadway lane apartment-12  Charlotte 89481-cod in USA";"julia1998@ukr.net"
"Marya Wilson";"+380667164894";"28";"76 Ferry Road court apartment-147  Colorado Springs 74630-cod in USA";"clara_1977@mail.ru"
"Anastasia Smith";"+380987860434";"52";"35 Parkway court apartment-25  New York 54530-cod in USA";"donald-1961@gmail.com"
"Bruck White";"+380683600170";"31";"70 Brownsville boulevard apartment-86  Dallas 69797-cod in USA";"marina_1964@io.ua"
"Ann Thomas";"+380682610108";"41";"3 Boulevard lane apartment-58  Colorado Springs 27213-cod in USA";"bob.1978@mail.ru"
"Verona Thomas";"+380952876777";"50";"78 Bayswater terrace apartment-168  Portland 75298-cod in USA";"jane.1986@ukr.net"
"Mery Walker";"+380956393445";"20";"8 El Barrio avenue apartment-183  Tucson 25690-cod in USA";"jon.2005@ukr.net"
"Sofia White";"+380953884435";"52";"35 Rockaway Freeway lane apartment-29  Minneapolis 41921-cod in USA";"sofia-1980@io.ua"
"Jason Torres";"+380509608612";"43";"4 Ferry Road terrace apartment-185  Jacksonville 75209-cod in USA";"harry.1998@io.ua"
"Clara Smith";"+38068935093";"59";"79 Rockaway Freeway lane apartment-141  Indianapolis 44557-cod in USA";"lena1962@io.ua"
"Roman Lewis";"+380637247717";"54";"89 Rockaway lane apartment-1  Portland 12370-cod in USA";"roman_2000@io.ua"
"Anastasia Moore";"+38050567295";"32";"29 Clinton Hill avenue apartment-115  Fresno 16179-cod in USA";"jek1972@gmail.com"
"Jason Young";"+380501254299";"17";"34 Park lane apartment-162  New Orleans 30839-cod in USA";"donald_1954@gmail.com"
"Zak Torres";"+380953281673";"39";"51 Breezy Point street apartment-130  Denver 92331-cod in USA";"nait.1954@io.ua"
"Jek RodriguezMartinez";"+380665412634";"58";"43 Rockaway Point boulevard apartment-113  Phoenix 66802-cod in USA";"roman1993@io.ua"
"Roman Perez";"+380636210423";"50";"13 Lafayette boulevard apartment-161  Seattle 98250-cod in USA";"bruck_1991@io.ua"
"Antony Lewis";"+380662662533";"50";"73 Ferry Road court apartment-138  St. Louis 8752-cod in USA";"jek_1957@gmail.com"
"Verona Jackson";"+380508522024";"36";"97 Brownsville avenue apartment-163  Omaha 78820-cod in USA";"jason1976@ukr.net"
"Marina Williams";"+380983294240";"23";"58 Ferry Road court apartment-164  Riverside 83593-cod in USA";"kristina1996@mail.ru"
"Jon White";"+380984717158";"51";"52 Belle Harbor avenue apartment-59  Detroit 8020-cod in USA";"bruck_1987@io.ua"
"Zak Moore";"+380997859235";"52";"36 Broadway lane apartment-188  Mesa 98926-cod in USA";"clara_1986@io.ua"
"Jason Smith";"+380682288683";"14";"51 Park lane apartment-168  New York 49321-cod in USA";"marya1972@gmail.com"
"Antony Brown";"+380994158203";"58";"32 Clinton Hill lane apartment-178  Memphis 87004-cod in USA";"jane-1979@io.ua"
"Frank Thompson";"+380991785451";"34";"32 Cadman Plaza West avenue apartment-159  Georgia 74101-cod in USA";"lena_1987@io.ua"
"Ann Taylor";"+380953440864";"21";"12 Breezy Point court apartment-48  ColumbusFort Worth 28056-cod in USA";"jason-1971@ukr.net"
"Harry Jones";"+380935192147";"46";"98 Parkway terrace apartment-143  Austin 20424-cod in USA";"kristina.1969@ukr.net"
"Lena Thomas";"+380983583518";"29";"73 Clinton Hill avenue apartment-41  Milwaukee 16359-cod in USA";"zak-1986@io.ua"
"Jane RodriguezMartinez";"+380639242230";"14";"11 El Barrio street apartment-128  Omaha 68598-cod in USA";"german_1975@mail.ru"
"Jason Martin";"+380955005228";"41";"78 Rockaway Point boulevard apartment-20  New Orleans 76091-cod in USA";"sofia-1964@mail.ru"
"Harry Davis";"+380983160379";"30";"87 Bayswater boulevard apartment-12  Tucson 37953-cod in USA";"german_1998@mail.ru"
"Viola Anderson";"+380992260446";"54";"27 Rockaway Beach Boulevard boulevard apartment-40  Chicago 54464-cod in USA";"den1987@gmail.com"
"Frank Martin";"+380959235207";"45";"83 Rockaway Freeway boulevard apartment-67  Atlanta 33302-cod in USA";"roman-1989@ukr.net"
"Den Scott";"+380637328194";"20";"1 Ferry Road court apartment-139  Detroit 71568-cod in USA";"jek2005@ukr.net"
"Nait Jones";"+380986644477";"36";"40 Cadman Plaza West lane apartment-1  Los Angeles 54416-cod in USA";"ann-1956@gmail.com"
"Jon Davis";"+380686086837";"29";"41 St. Mark’s  street apartment-125  Albuquerque 51603-cod in USA";"viola.1958@gmail.com"
"Roman RodriguezMartinez";"+380995522525";"19";"98 St. Mark’s  terrace apartment-197  Charlotte 62937-cod in USA";"zak-1976@mail.ru"
"Lena Young";"+380686442410";"38";"63 Canarsie terrace apartment-139  Santa Ana 82917-cod in USA";"donald.1997@io.ua"
"Marina Lee";"+380994947042";"39";"90 Cadman Plaza West boulevard apartment-97  Minneapolis 22587-cod in USA";"olga1983@gmail.com"
"Antony Thomas";"+380994842316";"14";"9 Rockaway Freeway court apartment-197  Phoenix 931-cod in USA";"olga.2005@gmail.com"
"Kristina Jones";"+380635054923";"22";"38 Ozone Park lane apartment-191  Philadelphia 54542-cod in USA";"henry_1998@ukr.net"
"Harry Lopez";"+38093227724";"41";"28 Metro North boulevard apartment-135  Raleigh 91359-cod in USA";"jek-1967@io.ua"
"Marina Jones";"+380667051338";"20";"2 Park court apartment-97  Corpus Christi 8797-cod in USA";"jason1980@mail.ru"
"Zak Perez";"+380638320601";"36";"11 Ozone Park court apartment-69  Atlanta 50318-cod in USA";"harry.1967@mail.ru"
"Bob Torres";"+380995308103";"26";"89 Rockaway Freeway boulevard apartment-11  Atlanta 11529-cod in USA";"roman.1953@mail.ru"
"Ann RodriguezMartinez";"+380633115203";"52";"48 Ferry Road avenue apartment-108  Denver 13632-cod in USA";"german.1967@gmail.com"
"German Garcia";"+380986709469";"30";"75 El Barrio avenue apartment-4  Los Angeles 33474-cod in USA";"zak_1970@mail.ru"
"Nait Perez";"+380634522273";"43";"83 Parkway lane apartment-22  Riverside 82590-cod in USA";"bob_1988@io.ua"
"Zak Flores";"+38063511459";"46";"48 Park street apartment-24  Oakland 7931-cod in USA";"den1981@gmail.com"
"Jason King";"+380687305069";"42";"37 Ozone Park terrace apartment-4  Anaheim 5111-cod in USA";"julia-1975@io.ua"
"Bob Taylor";"+380637668868";"50";"96 Broadway court apartment-139  Seattle 93558-cod in USA";"mery1997@mail.ru"
"Antony King";"+380996849406";"42";"29 St. Mark’s  court apartment-111  Dallas 55193-cod in USA";"kristina1964@gmail.com"
"Kristina Perez";"+380685317718";"22";"13 Ferry Road avenue apartment-196  Boston 38939-cod in USA";"zak_1963@mail.ru"
"Henry Scott";"+380501693666";"18";"5 Ferry Road boulevard apartment-174  Cleveland 44454-cod in USA";"jon-2001@ukr.net"
"Sofia Jones";"+380998050899";"15";"97 Bedford-Stuyvesant boulevard apartment-153  Anaheim 79351-cod in USA";"german-1955@mail.ru"
"Clara White";"+380934149401";"24";"50 Bayswater street apartment-43  ColumbusFort Worth 65026-cod in USA";"marya_1966@io.ua"
"Bob Walker";"+380954932317";"26";"97 Ozone Park court apartment-197  Oklahoma City 13012-cod in USA";"donald_1984@io.ua"
"Jek Davis";"+380989440292";"18";"62 Cadman Plaza West terrace apartment-189  Sacramento 33366-cod in USA";"viola_1956@gmail.com"
"Verona Smith";"+380999988950";"59";"56 Brownsville lane apartment-18  Indianapolis 74415-cod in USA";"antony.1972@io.ua"
"Jane Brown";"+380933678944";"20";"99 Park court apartment-99  Minneapolis 87232-cod in USA";"frank.1955@gmail.com"
"Olga Hill";"+380636043983";"58";"15 Rockaway Point terrace apartment-186  Santa Ana 3581-cod in USA";"frank_1996@mail.ru"
"Ann Miller";"+380932945547";"31";"23 Breezy Point street apartment-178  Minneapolis 618-cod in USA";"clara.1950@mail.ru"
"Kristina Davis";"+380689475817";"14";"25 Ozone Park street apartment-31  Nashville 7150-cod in USA";"nait-2006@mail.ru"
"Antony Jackson";"+380982358966";"58";"92 Ozone Park avenue apartment-98  Seattle 31137-cod in USA";"marya-1979@io.ua"
"Verona Taylor";"+38063825669";"44";"14 Clinton Hill boulevard apartment-194  Texas 44158-cod in USA";"german-1993@mail.ru"
"Jane Johnson";"+380631839290";"43";"43 St. Mark’s  boulevard apartment-195  New Orleans 51340-cod in USA";"clara.1983@ukr.net"
"Antony Moore";"+380688436121";"15";"13 Belle Harbor lane apartment-160  Riverside 19137-cod in USA";"marina.1997@io.ua"
"Marina Lewis";"+3805067155";"33";"60 Ferry Road street apartment-169  Colorado Springs 31351-cod in USA";"lena1998@ukr.net"
"Clara Clark";"+380988108913";"42";"88 Boulevard lane apartment-181  Milwaukee 74211-cod in USA";"den-1988@io.ua"
"Roman Walker";"+380938413833";"44";"50 Dyre lane apartment-95  ColumbusFort Worth 30599-cod in USA";"olga-1992@io.ua"
"Frank Thomas";"+380954000797";"31";"9 Bedford-Stuyvesant lane apartment-158  Portland 16680-cod in USA";"roman2005@gmail.com"
"Anastasia Williams";"+380503534413";"16";"23 Rockaway court apartment-131  St. Louis 32297-cod in USA";"bob1954@io.ua"
"Jek Moore";"+380986234532";"21";"41 Boulevard street apartment-107  Charlotte 23169-cod in USA";"clara2009@mail.ru"
"Antony Harries";"+380958726607";"38";"30 Ozone Park terrace apartment-36  Las Vegas 89442-cod in USA";"donald_1978@io.ua"
"Jason Moore";"+380933523824";"22";"80 St. Mark’s  boulevard apartment-157  Detroit 72944-cod in USA";"anastasia-1957@ukr.net"
"Henry Taylor";"+380955381432";"58";"9 Old Fulton street apartment-152  Mesa 71641-cod in USA";"nait.1955@mail.ru"
"Ann Anderson";"+38095354661";"42";"63 El Barrio street apartment-104  Baltimore 24607-cod in USA";"julia-1955@gmail.com"
"Frank Garcia";"+380689463272";"52";"71 Ozone Park avenue apartment-89  Memphis 65206-cod in USA";"nait1953@gmail.com"
"German Walker";"+380956716493";"44";"29 Brownsville boulevard apartment-87  Colorado Springs 92728-cod in USA";"roman_1996@gmail.com"
"Jason Young";"+380992657096";"44";"11 Lafayette terrace apartment-32  San Antonio 20000-cod in USA";"kristina-1990@gmail.com"
"Antony Martin";"+380505304416";"14";"2 Dyre boulevard apartment-87  San Diego 47472-cod in USA";"german1990@ukr.net"
"Donald Lopez";"+380933208876";"39";"13 Fort Greene terrace apartment-129  El Paso 34882-cod in USA";"lena-1977@io.ua"
"Bruck Lopez";"+380666415231";"55";"9 Bayswater court apartment-86  Indianapolis 70315-cod in USA";"bruck1975@mail.ru"
"Viola Thomas";"+380638818286";"37";"29 Old Fulton avenue apartment-5  Tulsa 49731-cod in USA";"roman_1958@mail.ru"
"Harry Johnson";"+380506739451";"17";"81 Ozone Park lane apartment-97  El Paso 81654-cod in USA";"jane-2009@io.ua"
"Jane Anderson";"+380639333527";"51";"70 Bayswater street apartment-194  San Diego 75001-cod in USA";"jon-1995@ukr.net"
"Henry Williams";"+380504398125";"54";"98 Old Fulton lane apartment-139  Milwaukee 17921-cod in USA";"roman-1978@mail.ru"
"Antony Smith";"+380501225422";"22";"30 Lafayette boulevard apartment-119  San Jose 71914-cod in USA";"roman1970@ukr.net"
"Zak Robinson";"+380508481044";"59";"86 Belle Harbor lane apartment-92  Minneapolis 86462-cod in USA";"nait.1990@ukr.net"
"Marina Lee";"+380663251060";"58";"7 Bayswater avenue apartment-6  Corpus Christi 1845-cod in USA";"jason-1988@io.ua"
"Antony Torres";"+380668995488";"53";"99 Broadway court apartment-72  New York 48786-cod in USA";"jek.2000@io.ua"
"Henry Scott";"+380933241555";"28";"59 Broadway lane apartment-126  Sacramento 15876-cod in USA";"anastasia_2007@mail.ru"
"Bruck Robinson";"+380632481533";"30";"41 Rockaway terrace apartment-172  Seattle 63180-cod in USA";"olga.1990@gmail.com"
"German Moore";"+38068304662";"55";"77 Cadman Plaza West lane apartment-72  Raleigh 15394-cod in USA";"nait-1981@io.ua"
"Marya White";"+38050399532";"59";"14 Canarsie terrace apartment-93  San Antonio 83727-cod in USA";"frank1962@gmail.com"
"Marina Johnson";"+380631218793";"34";"29 Old Fulton terrace apartment-1  Mesa 77355-cod in USA";"german-1953@gmail.com"
"Roman Walker";"+380504742353";"28";"44 Rockaway Freeway avenue apartment-25  Indianapolis 9604-cod in USA";"olga-1972@ukr.net"
"Sofia Thompson";"+380687520065";"51";"25 Dyre terrace apartment-112  Virginia Beach 8778-cod in USA";"ann_1998@io.ua"
"Lena Walker";"+38050919021";"37";"34 Brownsville boulevard apartment-140  Milwaukee 76002-cod in USA";"harry_1967@mail.ru"
"Frank Harries";"+380953022192";"47";"87 Bedford-Stuyvesant  street apartment-8  Detroit 50069-cod in USA";"henry_1996@gmail.com"
"Sofia Anderson";"+380664900234";"23";"62 Rockaway avenue apartment-49  Minneapolis 83519-cod in USA";"harry.1976@gmail.com"
"Roman Young";"+380636145329";"37";"40 Dyre terrace apartment-146  Tampa 58113-cod in USA";"julia1997@ukr.net"
"Jane Jones";"+380936713844";"47";"77 El Barrio lane apartment-26  San Diego 84812-cod in USA";"bob-1967@ukr.net"
"Bruck Perez";"+380959766031";"36";"3 Ozone Park avenue apartment-192  San Antonio 33890-cod in USA";"kristina1970@mail.ru"
"Ann Taylor";"+380936604672";"49";"79 Lafayette boulevard apartment-181  Mesa 81502-cod in USA";"olga_1976@mail.ru"
"German Miller";"+380631283859";"41";"44 Cadman Plaza West terrace apartment-172  Fresno 34836-cod in USA";"verona_1984@mail.ru"
"Frank Clark";"+38095211590";"43";"31 Broadway court apartment-36  Arlington 93549-cod in USA";"frank.1957@mail.ru"
"Donald Johnson";"+380666965501";"36";"8 Lafayette lane apartment-179  Jacksonville 10251-cod in USA";"clara_1984@io.ua"
"Julia Martin";"+38066184234";"21";"86 Rockaway Beach Boulevard boulevard apartment-113  Oklahoma City 48534-cod in USA";"bruck.1969@mail.ru"
"Clara Smith";"+380506167674";"58";"55 Boulevard avenue apartment-130  ColumbusFort Worth 45471-cod in USA";"den1987@mail.ru"
"Den White";"+380991758520";"58";"28 Cadman Plaza West terrace apartment-85  El Paso 79789-cod in USA";"roman1982@io.ua"
"Sofia Perez";"+380639045164";"19";"89 Canarsie terrace apartment-130  Los Angeles 11045-cod in USA";"jon_1996@gmail.com"
"Sofia RodriguezMartinez";"+380635981502";"52";"43 Lafayette street apartment-182  Chicago 13350-cod in USA";"bruck.1958@gmail.com"
"Sofia Jackson";"+380984127912";"59";"6 Rockaway Point court apartment-126  Detroit 18085-cod in USA";"anastasia1950@gmail.com"
"Clara Flores";"+380663996225";"33";"99 Belle Harbor street apartment-159  Tucson 29764-cod in USA";"clara1980@io.ua"
"Sofia Martin";"+380993338379";"31";"60 Belle Harbor avenue apartment-198  Nashville 24149-cod in USA";"jane-1985@gmail.com"
"Mery Jones";"+380665724832";"52";"38 Metro North boulevard apartment-57  Mesa 52243-cod in USA";"jane1953@gmail.com"
"Viola Jackson";"+380661827323";"37";"69 Bedford-Stuyvesant court apartment-32  Oklahoma City 49876-cod in USA";"donald_1978@gmail.com"
"Antony Williams";"+380638390016";"43";"71 El Barrio boulevard apartment-77  New Orleans 76600-cod in USA";"roman_1964@mail.ru"
"Roman Jones";"+380983023623";"21";"55 Lafayette boulevard apartment-178  Chicago 7431-cod in USA";"clara.2000@ukr.net"
"Clara Jackson";"+380683695396";"22";"43 Breezy Point boulevard apartment-75  San Jose 62613-cod in USA";"julia_2000@mail.ru"
"Viola RodriguezMartinez";"+380681036086";"28";"73 Boulevard street apartment-35  Anaheim 54609-cod in USA";"frank.2007@io.ua"
"Bob Moore";"+380685660302";"21";"32 Breezy Point boulevard apartment-55  Minneapolis 98697-cod in USA";"henry.2005@mail.ru"
"Roman Torres";"+380984826786";"14";"11 Broadway court apartment-151  Austin 91309-cod in USA";"bruck_1961@ukr.net"
"Harry Davis";"+380934726658";"48";"25 Bedford-Stuyvesant avenue apartment-40  New Orleans 98328-cod in USA";"clara_2000@gmail.com"
"Sofia Harries";"+380931018919";"55";"94 Broadway terrace apartment-199  Raleigh 4462-cod in USA";"kristina-1988@mail.ru"
"Verona Perez";"+38093150429";"48";"30 Broadway lane apartment-168  Atlanta 41916-cod in USA";"zak.2002@ukr.net"
"Frank Brown";"+380981232862";"27";"54 Rockaway Freeway terrace apartment-189  Philadelphia 9635-cod in USA";"donald-1986@io.ua"
"German King";"+38050309894";"57";"31 Rockaway Point court apartment-81  Charlotte 16990-cod in USA";"bruck.1953@ukr.net"
"Viola Lopez";"+380635511764";"17";"41 Rockaway Freeway boulevard apartment-127  Tulsa 45184-cod in USA";"jane1991@io.ua"
"Anastasia Moore";"+380994457840";"20";"56 Fort Greene street apartment-191  St. Louis 17102-cod in USA";"lena1995@io.ua"
"Antony White";"+380666299803";"51";"22 Boulevard avenue apartment-42  Denver 12325-cod in USA";"roman-1985@io.ua"
"Zak Thomas";"+380666808999";"26";"80 Bayswater terrace apartment-7  Oakland 93392-cod in USA";"roman.2008@io.ua"
"Henry Torres";"+380999087005";"15";"43 Breezy Point terrace apartment-144  San Francisco 35033-cod in USA";"den-1997@io.ua"
"Anastasia Miller";"+380636387640";"23";"34 Bedford-Stuyvesant terrace apartment-42  Tampa 22220-cod in USA";"roman_1975@ukr.net"
